abi_code,INFORCE,MARKET_QTY
3511524, -   ,50
3511525, -   ,5
3511526, -   ,659
3511527, -   ,107
3511528, -   ,35
3511529, -   ,68
3511530, -   ,53
3511531, -   ,12
3511532, -   ,194
3511533, -   ,44
3511534, -   ,89
3511535, -   ,35
3511536, -   ,47
3511537, -   ,21
3511538, -   ,6
3511539, -   ,9
3511540, -   ,97
3511541, -   ,18
3511542, -   ,2
3511543, -   ,18
3511544, -   ,1
3511545, -   ,36
3511546, -   ,445
3511547, -   ,"1,394"
3511548, -   ,488
3511549, -   ,514
3511550, -   ,126
3511551, -   ,533
3511552, -   ,12
3511553, -   ,0
3511554, -   ,"1,794"
3511555, -   ,1
3511556, -   ,239
3511557, -   ,164
3511558, -   ,71
3511559, -   ,15
3511560, -   ,154
3511561, -   ,36
3511562, -   ,125
3511563, -   ,0
3511564, -   ,35
3511565, -   ,17
4000101, -   ,0
4000102, -   ,0
4000201, -   ,39
4000202, -   ,9
4000203, -   ,1
4000204, -   ,1
4000301,2,147
4000401, -   ,0
4000402, -   ,0
4000501, -   ,0
4000502, -   ,0
4000601,3,54
4000701,2,57
4000801, -   ,0
4000901, -   ,229
4001001, -   ,11
4001002,1,80
4001101, -   ,0
4001102, -   ,0
4001201, -   ,0
4001301, -   ,25
4001302,1,20
4001303, -   ,2
4001304, -   ,3
4001401, -   ,38
4001402, -   ,14
4001403, -   ,7
4001404, -   ,10
4001501, -   ,0
4001502, -   ,0
4001503, -   ,0
4001601, -   ,5
4001602, -   ,0
4001603, -   ,8
4001604, -   ,1
4001701, -   ,12
4001702, -   ,6
4001703, -   ,1
4001704, -   ,3
4001801, -   ,0
4001802, -   ,0
4001803, -   ,0
4001804, -   ,0
4001805, -   ,0
4001901, -   ,0
4001902, -   ,0
4002001, -   ,0
4002101, -   ,9
4002102, -   ,6
4002103, -   ,6
4002104, -   ,4
4002201, -   ,14
4002301, -   ,0
4002302, -   ,0
4002303, -   ,0
4002304, -   ,0
4002401, -   ,0
4002402, -   ,0
4002501, -   ,0
4002502, -   ,0
4002601, -   ,0
4002602, -   ,0
4002603, -   ,0
4002604, -   ,0
4002701, -   ,1
4002702, -   ,0
4002801,2,724
4002802,4,270
4002803, -   ,23
4002804, -   ,19
4002901, -   ,0
4003001, -   ,0
4003002, -   ,0
4003101, -   ,0
4003102, -   ,0
4003201, -   ,0
4003202, -   ,0
4003301, -   ,0
4003302, -   ,0
4003401, -   ,5
4003501,9,561
4003502,15,"1,023"
4003503, -   ,80
4003504, -   ,50
4003601, -   ,14
4003602, -   ,8
4003603, -   ,43
4003604,1,39
4003701, -   ,6
4003702, -   ,3
4003801, -   ,13
4003802, -   ,6
4003803, -   ,7
4003804, -   ,1
4003901,2,230
4003902,4,160
4004001,1,22
4004101, -   ,6
4004102, -   ,9
4004103, -   ,0
4004201,2,2
4004202, -   ,0
4004301, -   ,18
4004401, -   ,40
4004402,1,84
4004403, -   ,7
4004404, -   ,8
4004501,5,182
4004502,4,198
4004503, -   ,0
4004504,1,1
4004601, -   ,0
4004602, -   ,0
4004701,56,"1,045"
4004702, -   ,55
4004703,20,386
4004704,2,33
4004801,10,715
4004802, -   ,15
4004803,12,269
4004804,1,7
4004901, -   ,0
4004902, -   ,0
4005001,3,579
4005002,7,102
4005003,17,622
4005004,7,80
4005101, -   ,6
4005201,9,298
4005202,1,15
4005203,5,94
4005204, -   ,46
4005301,18,914
4005302,1,38
4005303,4,200
4005304, -   ,9
4005401, -   ,5
4005501,8,553
4005502,2,309
4005503,8,304
4005504,11,205
4005601,51,"2,553"
4005602,8,130
4005603,20,859
4005604,6,28
4005701, -   ,90
4005702,2,94
4005703, -   ,0
4005704, -   ,21
4005801,5,338
4005802, -   ,4
4005803, -   ,69
4005804, -   ,2
4005901,4,"1,055"
4005902, -   ,5
4005903,20,57
4005904, -   ,1
4006001, -   ,20
4006101,8,410
4006102,2,21
4006103,34,313
4006104,1,89
4006201,22,753
4006202, -   ,0
4006203, -   ,0
4006301,4,219
4006302, -   ,46
4006303,1,48
4006304, -   ,30
4006401,3,172
4006402,2,67
4006403,3,92
4006404,5,34
4006501, -   ,16
4006502,1,39
4006503, -   ,25
4006504, -   ,22
4006601,4,212
4006602,8,151
4006603, -   ,36
4006604,4,73
4006701, -   ,1
4006702, -   ,6
4006703, -   ,9
4006704, -   ,2
4006801, -   ,9
4006802,1,23
4006803, -   ,4
4006804, -   ,8
4006901, -   ,132
4006902,3,87
4006903, -   ,56
4006904,4,98
4007001, -   ,2
4007002, -   ,0
4007101,3,209
4007102, -   ,20
4007103,3,92
4007104, -   ,10
4007201,10,183
4007202,3,28
4007203,14,222
4007204, -   ,9
4007301,11,332
4007401,1,51
4007402,1,20
4007403,1,31
4007404,3,3
4007501,2,96
4007502,4,177
4007503,3,153
4007504,11,176
4007601,4,642
4007602,7,419
4007701, -   ,14
4007702, -   ,3
4007703,1,74
4007704, -   ,1
4007801,11,163
4007802,4,45
4007803,1,189
4007804, -   ,73
4007901,3,21
4007902, -   ,7
4007903,1,6
4007904, -   ,8
4008001,2,23
4008101,1,90
4008102, -   ,32
4008201, -   ,66
4008202, -   ,26
4008301, -   ,5
4008401, -   ,6
4008402, -   ,3
4008501,1,76
4008502, -   ,141
4008503, -   ,76
4008504,2,123
4008601, -   ,88
4008602,1,22
4008603,2,83
4008604, -   ,52
4008701,1,11
4008702,1,11
4008703,9,43
4008704,14,16
4008801,346,"1,390"
4008901, -   ,42
4008902,2,49
4009001,4,129
4009101,1,124
4009201,3,344
4009202,2,339
4009301, -   ,0
4009401, -   ,0
4009501,42,"1,921"
4009601,4,254
4009602, -   ,175
4009701,833,"9,434"
4009801, -   ,138
4009802,1,160
4009901, -   ,42
4009902,2,152
4010001,0,62
4010002, -   ,51
4010003,1,185
4010004, -   ,22
4010101, -   ,37
4010102,1,9
4010103, -   ,27
4010104, -   ,1
4010201,50,"6,043"
4010301,33,"5,942"
4010401, -   ,5
4010501,4,472
4010502,0,340
4010503, -   ,12
4010504, -   ,18
4010601,2,10
4010701, -   ,11
4010801, -   ,117
4010802,5,185
4010803, -   ,3
4010804, -   ,17
4010901, -   ,49
4010902, -   ,9
4011001, -   ,49
4011002, -   ,26
4011101,4,309
4011102,3,110
4011103,16,"1,238"
4011201, -   ,263
4011202, -   ,358
4011203,2,593
4011204,1,1
4011301, -   ,137
4011302,7,280
4011303, -   ,0
4011401, -   ,891
4011402,9,"1,966"
4011403, -   ,0
4011501,20,514
4011601, -   ,46
4011602, -   ,27
4011603, -   ,25
4011604, -   ,22
4011701,3,74
4011801,1,72
4011802, -   ,0
4011901, -   ,153
4011902, -   ,0
4012001, -   ,37
4012002, -   ,0
4012101,5,346
4012102, -   ,7
4012201,3,128
4012202,1,66
4012203, -   ,52
4012204,2,16
4012301,1,26
4012302, -   ,0
4012303,1,8
4012401, -   ,4
4012501, -   ,13
4012502, -   ,44
4012601, -   ,38
4012602, -   ,25
4012603, -   ,12
4012604, -   ,2
4012701, -   ,16
4012702, -   ,9
4012801, -   ,60
4012802, -   ,6
4012901, -   ,89
4012902, -   ,5
4013001,48,909
4013101,0,"2,394"
4013201,78,754
4013301,200,"2,718"
4013401,8,342
4013402,7,139
4013403,10,381
4013404,5,16
4013501,53,"2,879"
4013502,64,"1,161"
4013503,17,267
4013504,20,320
4013601,4,342
4013602,4,65
4013603,1,88
4013604, -   ,52
4013701,5,304
4013702, -   ,4
4013703,3,14
4013704, -   ,2
4013801,7,468
4013802,2,28
4013803,6,228
4013804,7,41
4013901,9,341
4013902,2,19
4013903,2,104
4013904, -   ,5
4013905,3,233
4013906,1,16
4013907,1,260
4013908, -   ,59
4014001,2,74
4014002, -   ,10
4014101, -   ,91
4014201, -   ,21
4014301, -   ,20
4014401,1,18
4014501, -   ,0
4014502, -   ,1
4014601, -   ,2
4014701, -   ,11
4014801,2,321
4014901,47,703
4014902,18,197
4015001,1,111
4015101, -   ,97
4015201,49,247
4015202,7,"2,048"
4015203,35,421
4015204,53,614
4015301,68,"1,444"
4015302,189,"1,436"
4015303,8,504
4015304,6,761
4015401, -   ,41
4015402, -   ,2
4015403,1,8
4015404, -   ,3
4015501,3,62
4015502,2,38
4015503, -   ,27
4015504, -   ,0
4015601,3,225
4015602,1,174
4015603,1,45
4015604, -   ,18
4015605, -   ,31
4015606, -   ,0
4015607, -   ,69
4015608, -   ,0
4015701, -   ,3
4015702, -   ,6
4015703, -   ,0
4015704, -   ,2
4015705, -   ,2
4015801,1,60
4015802,1,54
4015803, -   ,0
4015804, -   ,17
4015805,1,59
4015901,6,58
4015902,6,241
4015903,4,182
4015904, -   ,143
4016001, -   ,5
4016002, -   ,2
4016101,1,255
4016102, -   ,39
4016201,15,"1,018"
4016202,3,3
4016301, -   ,20
4016302,1,5
4016303, -   ,26
4016304,1,3
4016401,1,42
4016402, -   ,0
4016403, -   ,30
4016404, -   ,19
4016501, -   ,37
4016502, -   ,61
4016601,2,54
4016602, -   ,4
4016603, -   ,18
4016604, -   ,6
4016701, -   ,182
4016702,2,46
4016703,8,108
4016704,1,73
4016705, -   ,0
4016801, -   ,19
4016802, -   ,6
4016901, -   ,86
4016902, -   ,0
4017001, -   ,22
4017002, -   ,12
4017101, -   ,0
4017201,9,560
4017202,1,122
4017203,7,302
4017204, -   ,213
4017301,16,347
4017302,11,208
4017401,34,"1,144"
4017402,20,769
4017501,1,190
4017502,5,180
4017601, -   ,0
4017602, -   ,0
4017701, -   ,0
4017702,1,32
4017801,2,2
4017802, -   ,0
4017901, -   ,50
4017902, -   ,40
4017903,3,73
4017904,2,84
4018001,1,22
4018002, -   ,7
4018003,1,60
4018004,1,35
4018101,1,39
4018102,1,47
4018201,1,17
4018202, -   ,18
4018301,2,62
4018302,0,36
4018401,5,174
4018402, -   ,78
4018501, -   ,4
4018502, -   ,4
4018601, -   ,7
4018602, -   ,6
4018701, -   ,6
4018702, -   ,3
4018801, -   ,14
4018802,2,27
4018901, -   ,61
4018902,3,125
4019001, -   ,52
4019101, -   ,4
4019102, -   ,9
4019201, -   ,1
4019202, -   ,2
4019301, -   ,12
4019302, -   ,6
4019303,1,139
4019401, -   ,9
4019402, -   ,3
4019501,1,26
4019502, -   ,22
4019601, -   ,26
4019602, -   ,57
4019701,1,24
4019702, -   ,17
4019801,2,22
4019802, -   ,21
4019901,2,95
4019902, -   ,40
4020001, -   ,4
4020002, -   ,20
4020101, -   ,60
4020102,1,5
4020201,1,3
4020202, -   ,13
4020301, -   ,58
4020401, -   ,12
4020501, -   ,19
4020601, -   ,16
4020701, -   ,10
4020702, -   ,10
4020801,9,91
4020802,5,149
4020901,10,890
4020902,61,"1,000"
4020903,6,375
4020904,8,262
4020905,11,329
4020906,12,97
4021001,5,359
4021002,40,356
4021003,2,20
4021101, -   ,38
4021102, -   ,52
4021103, -   ,28
4021104,1,7
4021201,2,34
4021202,4,71
4021203,3,180
4021204,5,418
4021205, -   ,"1,327"
4021206,1,16
4021301, -   ,37
4021302, -   ,35
4021303,1,66
4021304,12,84
4021401,1,77
4021402,3,62
4021403, -   ,77
4021404,1,87
4021405,1,2
4021406,2,19
4021501, -   ,34
4021502,5,202
4021503,1,26
4021504,2,164
4021601,3,180
4021602, -   ,8
4021603,5,164
4021604,1,8
4021701,8,305
4021702, -   ,19
4021703,2,457
4021704,10,10
4021801,2,110
4021802, -   ,13
4021803,3,82
4021804, -   ,7
4021901, -   ,59
4021902, -   ,0
4021903,2,77
4021904, -   ,1
4022001,8,434
4022002, -   ,0
4022003,22,770
4022004, -   ,0
4022101,13,540
4022102, -   ,0
4022103,10,334
4022104, -   ,1
4022201,1,145
4022301, -   ,3
4022302, -   ,6
4022303, -   ,1
4022304, -   ,5
4022401,1,30
4022402,1,110
4022403,4,57
4022404,2,60
4022501,2,56
4022502,1,50
4022503, -   ,52
4022504,1,48
4022601, -   ,1
4022602, -   ,2
4022603,1,21
4022604, -   ,11
4022701,2,12
4022702, -   ,42
4022703,1,13
4022704,4,21
4022801, -   ,3
4022802,2,9
4022803, -   ,8
4022804, -   ,22
4022901,5,30
4022902, -   ,1
4023001,4,78
4023002, -   ,22
4023101, -   ,17
4023102, -   ,1
4023103, -   ,0
4023201, -   ,0
4023301, -   ,0
4023302, -   ,0
4023401,8,262
4023402, -   ,237
4023403,4,148
4023404, -   ,17
4023501,2,"1,513"
4023601, -   ,0
4023602, -   ,0
4023603, -   ,0
4023604, -   ,0
4023701,2,17
4023702, -   ,0
4023703, -   ,38
4023704, -   ,0
4023801,12,"1,664"
4023802, -   ,0
4023803,14,276
4023804,1,1
4023901, -   ,0
4023902, -   ,0
4024001,1,1
4024101, -   ,0
4024201, -   ,0
4024301, -   ,0
4024302, -   ,0
4024401,3,"1,902"
4024402, -   ,0
4024403,11,"2,836"
4024404, -   ,0
4024501,9,396
4024502,3,184
4024601, -   ,1
4024602, -   ,0
4024701, -   ,0
4024702, -   ,0
4024801, -   ,0
4024901, -   ,0
4025001,2,42
4025002,3,125
4025101,43,841
4025102,19,685
4025201, -   ,0
4025202, -   ,0
4025301, -   ,5
4025302, -   ,0
4025401, -   ,0
4025402, -   ,0
4025501, -   ,0
4025502, -   ,0
4025601,27,344
4025701,33,676
4025801, -   ,1
4025802, -   ,1
4025901, -   ,7
4025902, -   ,4
4026001,9,201
4026101, -   ,9
4026102, -   ,0
4026201,67,"1,093"
4026301,26,248
4026401, -   ,8
4026402, -   ,0
4026501, -   ,1
4026502, -   ,0
4026601,7,137
4026602,7,111
4026701,40,776
4026702,35,"1,181"
4026801, -   ,14
4026802, -   ,2
4026901, -   ,0
4026902, -   ,0
4027001,1,110
4027002,1,11
4027101, -   ,0
4027102, -   ,0
4027201, -   ,0
4027202, -   ,0
4027301, -   ,0
4027302, -   ,0
4027401, -   ,0
4027402, -   ,0
4027501, -   ,0
4027502, -   ,0
4027601, -   ,0
4027602, -   ,0
4027701, -   ,0
4027702, -   ,0
4027703, -   ,0
4027704, -   ,0
4027801, -   ,0
4027802, -   ,0
4027901,5,381
4027902,5,164
4028001, -   ,0
4028002,1,6
4028101,5,32
4028102,6,199
4028201,4,4
4028202, -   ,6
4028203,1,1
4028204, -   ,1
4028301, -   ,0
4028302, -   ,0
4028401, -   ,7
4028501, -   ,48
4028502,7,91
4028503,2,49
4028504,4,63
4028601,1,55
4028602,12,79
4028603,3,3
4028701,14,231
4028702,63,921
4028801,44,598
4028802,11,78
4028901,7,679
4028902, -   ,0
4029001, -   ,9
4029002, -   ,1
4029101,209,"3,770"
4029201,125,"1,726"
4029202,36,517
4029301, -   ,820
4029302,9,190
4029401,17,"2,079"
4029501,145,145
4029601,5,"1,530"
4029701,19,"2,323"
4029801,4,170
4029901,3,185
4030001, -   ,9
4030101, -   ,13
4030201, -   ,0
4030301,9,461
4030302,3,339
4030303,12,269
4030304,9,482
4030401,9,340
4030402,2,14
4030403,6,76
4030404,5,31
4030501,12,363
4030502,1,134
4030503,208,"5,442"
4030504,29,296
4030505,38,982
4030506,17,165
4030507,230,"4,681"
4030508,41,698
4030601,5,590
4030602, -   ,61
4030603,5,198
4030604,7,56
4030701,5,212
4030702,4,265
4030703,4,52
4030704,5,18
4030801,11,691
4030802,0,306
4030803,16,852
4030804,28,387
4030901,33,638
4030902,1,42
4030903,7,646
4030904,3,117
4031001,4,388
4031002,3,46
4031003,13,619
4031004,7,135
4031101,84,"2,924"
4031102,25,701
4031103,32,"3,491"
4031104,192,"1,996"
4031201,1,21
4031202, -   ,2
4031301, -   ,31
4031302, -   ,8
4031401,3,30
4031402, -   ,14
4031501, -   ,11
4031502, -   ,0
4031601, -   ,0
4031602, -   ,0
4031701, -   ,6
4031702, -   ,1
4031703, -   ,11
4031704, -   ,15
4031801, -   ,27
4031802, -   ,13
4031803, -   ,32
4031804,2,24
4031901, -   ,26
4031902, -   ,7
4031903, -   ,12
4031904, -   ,4
4032001,202,"4,583"
4032002,96,"1,570"
4032003,171,"6,895"
4032004,67,"1,316"
4032101,4,4
4032201, -   ,0
4032301, -   ,0
4032401, -   ,29
4032501,13,13
4032601, -   ,0
4032701,1,761
4032702, -   ,3
4032703, -   ,251
4032704,2,108
4032801,4,132
4032802,2,64
4032803,2,26
4032804,5,46
4032901,6,353
4032902, -   ,21
4032903, -   ,111
4032904, -   ,34
4032905,3,353
4032906,1,116
4032907,1,197
4032908,2,2
4033001, -   ,0
4033002, -   ,0
4033101, -   ,51
4033102, -   ,18
4033103,1,184
4033104, -   ,7
4033105,2,224
4033106, -   ,100
4033107,3,153
4033108, -   ,0
4033201,3,174
4033301,3,298
4033401,2,89
4033501, -   ,1
4033502, -   ,5
4033601,0,-1
4033602,2,2
4033701, -   ,13
4033801,7,160
4033901,87,807
4034001, -   ,15
4034002, -   ,10
4034101, -   ,11
4034201, -   ,36
4034202, -   ,13
4034301, -   ,3
4034302, -   ,5
4034401, -   ,26
4034501, -   ,6
4034502, -   ,6
4034601, -   ,8
4034701, -   ,43
4034702, -   ,1
4034703, -   ,7
4034704, -   ,10
4034801, -   ,0
4034901,2,2
4035001,12,740
4035002,24,837
4035003,7,135
4035004,16,409
4035101,4,174
4035102,3,359
4035201,10,850
4035202,50,435
4035301,25,554
4035302,13,565
4035401,27,746
4035402,11,"3,133"
4035501,31,514
4035502,78,"3,219"
4035601,90,"2,116"
4035602,113,"3,739"
4035701, -   ,0
4035801, -   ,6
4035802, -   ,2
4035901, -   ,2
4036001, -   ,11
4036002, -   ,2
4036101, -   ,4
4036201, -   ,2
4036202, -   ,2
4036203, -   ,6
4036204, -   ,7
4036301, -   ,20
4036302, -   ,13
4036303, -   ,5
4036304, -   ,2
4036401, -   ,7
4036402, -   ,0
4036403, -   ,1
4036501, -   ,0
4036601,21,704
4036602,43,553
4036701,1,29
4036801, -   ,0
4036802,2,4
4036901,5,5
4037001, -   ,2
4037002, -   ,3
4037101, -   ,1
4037102, -   ,1
4037201, -   ,4
4037202, -   ,2
4037203, -   ,9
4037204, -   ,8
4037301, -   ,1
4037302, -   ,1
4037303, -   ,3
4037304, -   ,2
4037401, -   ,5
4037402, -   ,4
4037403, -   ,1
4037404, -   ,0
4037501, -   ,6
4037502, -   ,21
4037503, -   ,1
4037504, -   ,1
4037601, -   ,20
4037602, -   ,4
4037603, -   ,12
4037604, -   ,13
4037701, -   ,32
4037702,1,58
4037801,12,251
4037802,4,205
4037901,5,117
4037902,7,46
4038001,1,138
4038002,32,180
4038003,1,20
4038004,8,179
4038101,1,20
4038102, -   ,42
4038103, -   ,11
4038104,2,20
4038201,3,52
4038202,13,37
4038203,29,395
4038204,48,"1,121"
4038301, -   ,33
4038302,26,"1,483"
4038303,1,71
4038304,8,320
4038401,1,67
4038402, -   ,3
4038403, -   ,8
4038501,1,16
4038502,3,462
4038503,2,17
4038504,4,132
4038601, -   ,11
4038602, -   ,1
4038701,1,14
4038702,1,227
4038703,2,8
4038704,1,37
4038801,3,7
4038802,4,103
4038901,1,12
4038902, -   ,6
4039001, -   ,0
4039101,1,112
4039201, -   ,21
4039301,11,344
4039401, -   ,20
4039501, -   ,30
4039502,5,21
4039601,189,"3,484"
4039602,70,374
4039701,136,"5,408"
4039702,122,984
4039703,248,"2,676"
4039704,31,"1,019"
4039801,4,"1,969"
4039802,23,"1,549"
4039803,23,"1,448"
4039804,34,"1,169"
4039901,1,105
4039902,25,69
4039903,6,217
4039904,22,373
4040001,5,182
4040002,12,519
4040101,104,"2,403"
4040102,73,"1,370"
4040201,9,588
4040202, -   ,0
4040301, -   ,0
4040401, -   ,0
4040501,5,330
4040502,2,465
4040601,8,8
4040701,5,"1,908"
4040702,2,691
4040801,3,725
4040802,1,294
4040901, -   ,0
4040902, -   ,0
4040903,1,10
4041001, -   ,0
4041002, -   ,0
4041101, -   ,0
4041102, -   ,0
4041201, -   ,0
4041202, -   ,0
4041301, -   ,0
4041401,1,1
4041501,2,82
4041502,3,78
4041601,58,"2,556"
4041602,27,"3,166"
4041701,66,500
4041702,88,"1,153"
4041801, -   ,10
4041802, -   ,3
4041901, -   ,0
4042001, -   ,0
4042101, -   ,0
4042201, -   ,0
4042301,7,26
4042302,3,25
4042303,4,85
4042304,1,99
4042401,158,"2,177"
4042402,135,"1,241"
4042403,212,"3,813"
4042404,133,"1,679"
4042501,148,"5,065"
4042502,136,"4,640"
4042503,95,"1,559"
4042504,129,"1,603"
4042601, -   ,102
4042602, -   ,59
4042603,2,45
4042604, -   ,42
4042701,2,130
4042702,5,98
4042703,3,156
4042704, -   ,57
4042801,3,381
4042802,2,5
4042803,1,58
4042804,3,72
4042901,4,62
4042902,1,29
4042903,1,14
4042904, -   ,17
4043001,8,192
4043002,16,315
4043003,1,731
4043004,24,613
4043101, -   ,0
4043102, -   ,0
4043103, -   ,0
4043104, -   ,0
4043201, -   ,58
4043301,37,785
4043302,19,281
4043303,11,333
4043304,6,90
4043401,1,46
4043402, -   ,4
4043403,1,33
4043404, -   ,3
4043501,2,168
4043502,2,56
4043503,1,105
4043504,2,129
4043601, -   ,0
4043602, -   ,0
4043701,13,741
4043702,3,168
4043703,15,494
4043704,9,204
4043801, -   ,3
4043802, -   ,13
4043803,4,4
4043804,20,20
4043901, -   ,98
4043902, -   ,28
4044001,7,410
4044002,2,76
4044003,16,117
4044004,4,252
4044101,5,203
4044102,33,365
4044103,12,415
4044104,34,549
4044201, -   ,0
4044301, -   ,0
4044401, -   ,0
4044402, -   ,0
4044501,2,7
4044502,1,54
4044601,1,256
4044701, -   ,201
4044702, -   ,25
4044801,1,62
4044802, -   ,65
4044901, -   ,1
4044902, -   ,1
4044903, -   ,0
4044904, -   ,0
4045001,3,10
4045002, -   ,15
4045003,2,22
4045004, -   ,55
4045101, -   ,111
4045102,2,67
4045103,2,82
4045104, -   ,45
4045201,10,260
4045202,10,103
4045203,12,182
4045204,13,82
4045301,3,206
4045302,14,265
4045401,32,309
4045501,37,638
4045601, -   ,0
4045701, -   ,0
4045801,4,136
4045901, -   ,204
4046001, -   ,403
4046101, -   ,0
4046201,58,"1,590"
4046202,2,115
4046203,18,"1,842"
4046204,42,"2,380"
4046301,4,202
4046302,23,392
4046303,2,231
4046304, -   ,68
4046401, -   ,140
4046501,14,243
4046502,14,197
4046601,3,45
